Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
E0,9/9/2017,Stoke,Man United,2,2,D,1,1,D,N Swarbrick,10,18,5,8,10,10,5,11,0,0,0,0,7.5,4.5,1.5,6.5,4.33,1.5,6.2,4,1.55
E0,10/9/2017,Burnley,Crystal Palace,1,0,H,1,0,H,M Oliver,4,23,2,5,7,14,3,13,1,1,0,0,2.3,3.25,3.5,2.3,3.2,3.3,2.5,3.3,2.85
E0,10/9/2017,Swansea,Newcastle,0,1,A,0,0,D,M Jones,10,16,4,8,11,15,7,5,2,3,0,0,2.4,3.25,3.3,2.4,3.1,3.2,2.2,3.35,3.3
E0,11/9/2017,West Ham,Huddersfield,2,0,H,0,0,D,K Friend,19,10,3,2,11,14,10,3,1,2,0,0,1.95,3.5,4.5,1.83,3.5,4.5,2,3.4,3.8
E0,15/09/2017,Bournemouth,Brighton,2,1,H,0,0,D,C Pawson,15,9,3,2,5,12,6,4,0,0,0,0,2.15,3.4,3.8,2.1,3.3,3.7,2.2,3.35,3.3
E0,16/09/2017,Crystal Palace,Southampton,0,1,A,0,1,A,R Madley,14,13,3,4,14,13,5,5,5,1,0,0,3,3.3,2.6,2.95,3.25,2.5,2.85,3.3,2.5
E0,16/09/2017,Huddersfield,Leicester,1,1,D,0,0,D,J Moss,15,10,3,1,6,6,8,4,1,1,0,0,3.5,3.4,2.25,3.2,3.25,2.3,2.85,3.3,2.5
E0,16/09/2017,Liverpool,Burnley,1,1,D,1,1,D,R East,35,5,9,4,7,9,12,2,1,2,0,0,1.29,6,13,1.26,5.75,12,1.3,5.5,9.5
E0,16/09/2017,Newcastle,Stoke,2,1,H,1,0,H,S Attwell,14,13,3,4,13,11,7,5,3,1,0,0,2.38,3.25,3.4,2.35,3.25,3.2,2.3,3.3,3.15
E0,16/09/2017,Tottenham,Swansea,0,0,D,0,0,D,M Dean,26,4,8,0,11,9,11,1,1,3,0,0,1.22,7,15,1.22,6.5,12.5,1.27,5.8,10.5
E0,16/09/2017,Watford,Man City,0,6,A,0,3,A,A Taylor,7,28,1,10,8,6,3,11,2,0,0,0,9,6,1.33,9.25,5.25,1.33,8,5.3,1.35
E0,16/09/2017,West Brom,West Ham,0,0,D,0,0,D,P Tierney,6,9,1,1,15,7,2,3,2,2,0,0,2.38,3.25,3.4,2.3,3.2,3.25,2.3,3.3,3.15
E0,17/09/2017,Chelsea,Arsenal,0,0,D,0,0,D,M Oliver,13,11,4,2,11,15,5,1,1,3,1,0,1.8,4,4.5,1.75,4,4.4,1.85,3.5,4.3
E0,17/09/2017,Man United,Everton,4,0,H,1,0,H,A Marriner,16,7,7,3,15,14,4,1,1,1,0,0,1.36,5.25,10,1.34,5,10,1.35,5.3,8
E0,23/09/2017,Burnley,Huddersfield,0,0,D,0,0,D,C Kavanagh,5,9,3,2,9,13,3,4,3,2,0,0,2.15,3.25,3.9,2.15,3.1,3.75,2.2,3.25,3.4
E0,23/09/2017,Everton,Bournemouth,2,1,H,0,0,D,M Atkinson,12,8,4,4,12,11,4,6,3,1,0,0,1.65,4,5.75,1.65,3.75,5.5,1.65,3.8,5.3
E0,23/09/2017,Leicester,Liverpool,2,3,A,1,2,A,A Taylor,12,23,7,6,13,14,3,6,3,3,0,0,4.1,3.9,1.91,4,3.75,1.87,3.8,3.4,2
E0,23/09/2017,Man City,Crystal Palace,5,0,H,1,0,H,N Swarbrick,25,5,9,0,6,7,8,2,3,1,0,0,1.14,10,21,1.15,8.5,15,1.15,7.5,18
E0,23/09/2017,Southampton,Man United,0,1,A,0,1,A,C Pawson,14,9,4,4,12,9,8,4,1,4,0,0,5.5,3.8,1.73,5.25,3.7,1.7,4.8,3.6,1.75
E0,23/09/2017,Stoke,Chelsea,0,4,A,0,2,A,M Dean,13,7,2,4,5,14,5,0,2,2,0,0,6,4.1,1.62,5.75,4,1.6,5.7,3.9,1.6
E0,23/09/2017,Swansea,Watford,1,2,A,0,1,A,L Mason,10,8,3,4,9,16,5,4,1,3,0,0,2.4,3.3,3.25,2.35,3.2,3.2,2.2,3.35,3.3
E0,23/09/2017,West Ham,Tottenham,2,3,A,0,2,A,M Oliver,10,15,4,5,10,20,4,3,4,2,0,1,6,4.33,1.6,5.5,4.1,1.6,4.9,3.8,1.7
E0,24/09/2017,Brighton,Newcastle,1,0,H,0,0,D,A Marriner,7,17,3,5,6,8,2,8,2,1,0,0,2.8,3.1,2.9,2.7,3.1,2.8,2.65,3.3,2.65
E0,25/09/2017,Arsenal,West Brom,2,0,H,1,0,H,R Madley,16,7,6,3,8,17,7,4,1,4,0,0,1.33,5.5,11,1.34,5.25,8.75,1.33,5.3,8.7
E0,30/09/2017,Bournemouth,Leicester,0,0,D,0,0,D,G Scott,19,8,4,1,6,10,7,5,1,0,0,0,2.8,3.25,2.5,2.7,3.3,2.5,2.65,3.3,2.65
E0,30/09/2017,Chelsea,Man City,0,1,A,0,0,D,M Atkinson,4,17,2,6,8,13,4,8,0,2,0,0,2.75,3.3,2.5,2.75,3.5,2.5,2.65,3.3,2.65
E0,30/09/2017,Huddersfield,Tottenham,0,4,A,0,3,A,N Swarbrick,6,14,1,7,7,4,4,7,1,1,0,0,8.5,4.75,1.36,8,4.75,1.36,7,4.5,1.45
E0,30/09/2017,Man United,Crystal Palace,4,0,H,2,0,H,M Dean,18,6,7,1,6,9,6,5,0,0,0,0,1.17,7,15,1.15,7,16.5,1.17,7.5,15
E0,30/09/2017,Stoke,Southampton,2,1,H,1,0,H,M Jones,17,21,6,3,11,10,5,6,1,2,0,0,2.88,3.2,2.45,2.8,3.2,2.5,2.7,3.15,2.7
E0,30/09/2017,West Brom,Watford,2,2,D,2,1,H,M Oliver,9,15,4,3,12,11,7,6,3,0,0,0,2.15,3.2,3.5,2.15,3.1,3.5,2.25,3.35,3.2
E0,30/09/2017,West Ham,Swansea,1,0,H,0,0,D,R East,9,6,4,1,15,13,2,1,3,2,0,0,1.8,3.5,4.5,1.8,3.4,4.5,1.9,3.5,4.1
E0,1/10/2017,Arsenal,Brighton,2,0,H,1,0,H,K Friend,25,9,12,1,7,8,6,5,0,2,0,0,1.2,6.5,13,1.22,6,12,1.25,6.5,10
E0,1/10/2017,Everton,Burnley,0,1,A,0,1,A,J Moss,23,5,4,2,14,7,9,3,2,2,0,0,1.67,3.6,5.75,1.62,3.7,5.5,1.7,3.7,5
E0,1/10/2017,Newcastle,Liverpool,1,1,D,1,1,D,C Pawson,8,17,5,2,11,6,1,5,1,1,0,0,5,3.8,1.67,5,4,1.67,4.6,3.75,1.75
E0,14/10/2017,Burnley,West Ham,1,1,D,0,1,A,S Attwell,20,8,5,6,11,14,7,4,2,2,0,1,2.75,3.25,2.8,2.65,3.25,2.75,2.6,3.3,2.7
E0,14/10/2017,Crystal Palace,Chelsea,2,1,H,2,1,H,A Marriner,14,15,5,5,7,6,5,8,2,1,0,0,9,5,1.4,9,5,1.36,7.5,4.8,1.4
E0,14/10/2017,Liverpool,Man United,0,0,D,0,0,D,M Atkinson,19,6,5,1,7,13,7,3,0,2,0,0,2.8,3.25,2.8,2.7,3.3,2.65,2.65,3.3,2.65
E0,14/10/2017,Man City,Stoke,7,2,H,3,1,H,C Pawson,20,5,11,1,5,8,5,0,0,1,0,0,1.14,9.5,21,1.14,9,16,1.17,7.5,15
E0,14/10/2017,Swansea,Huddersfield,2,0,H,1,0,H,P Tierney,7,7,3,2,12,16,5,3,1,5,0,0,2.2,3.25,3.75,2.15,3.1,3.8,2.1,3.4,3.5
E0,14/10/2017,Tottenham,Bournemouth,1,0,H,0,0,D,R Madley,18,5,6,1,9,7,9,5,1,3,0,0,1.2,8,15,1.19,7.25,14,1.25,6,11
E0,14/10/2017,Watford,Arsenal,2,1,H,0,1,A,N Swarbrick,11,9,2,6,8,10,2,5,1,0,0,0,5.25,4.33,1.65,5.25,4.1,1.62,4.6,3.7,1.75
E0,15/10/2017,Brighton,Everton,1,1,D,0,0,D,M Oliver,12,13,3,6,12,10,7,1,4,1,0,0,3.25,3.3,2.4,3.2,3.2,2.35,2.95,3.3,2.4
E0,15/10/2017,Southampton,Newcastle,2,2,D,0,1,A,K Friend,12,19,2,5,11,12,3,8,1,2,0,0,1.91,3.6,4.5,1.85,3.5,4.5,1.8,3.6,4.5
E0,16/10/2017,Leicester,West Brom,1,1,D,0,0,D,M Dean,11,5,3,1,13,6,4,1,2,2,0,0,2.05,3.4,4.2,2,3.3,4.1,1.9,3.5,4.1
E0,20/10/2017,West Ham,Brighton,0,3,A,0,2,A,M Atkinson,16,7,2,5,5,13,10,3,1,0,0,0,1.83,3.5,5.25,1.8,3.5,4.75,1.85,3.5,4.3
E0,21/10/2017,Chelsea,Watford,4,2,H,1,1,D,J Moss,14,16,8,5,13,16,6,6,2,3,0,0,1.36,5.25,10,1.35,5,9.25,1.35,5.3,8
E0,21/10/2017,Huddersfield,Man United,2,1,H,2,0,H,L Mason,5,9,3,3,10,12,4,7,4,2,0,0,11,5,1.36,9.5,5.25,1.33,8,5.3,1.35
E0,21/10/2017,Man City,Burnley,3,0,H,1,0,H,R East,15,6,10,0,10,6,4,5,2,3,0,0,1.11,12,26,1.09,11,26,1.15,7.5,18
E0,21/10/2017,Newcastle,Crystal Palace,1,0,H,0,0,D,S Attwell,7,10,3,0,12,14,3,5,4,2,0,0,2,3.5,4.2,1.95,3.4,4.1,1.9,3.5,4.1
E0,21/10/2017,Southampton,West Brom,1,0,H,0,0,D,G Scott,20,7,6,2,10,8,8,3,0,1,0,0,1.85,3.39,5.25,1.8,3.4,5,1.9,3.5,4.1
E0,21/10/2017,Stoke,Bournemouth,1,2,A,0,2,A,L Probert,10,7,2,3,17,10,8,3,0,1,0,0,2.14,3.5,3.6,2.2,3.3,3.4,2,3.4,3.8
E0,21/10/2017,Swansea,Leicester,1,2,A,0,1,A,M Oliver,19,11,4,6,6,9,7,6,0,1,0,0,2.79,3.25,2.75,2.75,3.25,2.65,2.4,3.3,2.95
E0,22/10/2017,Everton,Arsenal,2,5,A,1,1,D,C Pawson,8,30,3,14,14,14,0,7,1,1,1,0,3.79,3.6,2.04,3.9,3.6,1.95,3.8,3.4,2
E0,22/10/2017,Tottenham,Liverpool,4,1,H,3,1,H,A Marriner,14,12,6,7,2,8,3,5,0,1,0,0,2.25,3.5,3.39,2.15,3.4,3.4,2.2,3.35,3.3
E0,28/10/2017,Arsenal,Swansea,2,1,H,0,1,A,L Mason,17,4,5,2,9,9,5,2,0,0,0,0,1.25,7,12,1.25,6.5,10.5,1.25,6,11
E0,28/10/2017,Bournemouth,Chelsea,0,1,A,0,0,D,C Pawson,7,18,1,5,5,5,5,5,2,0,0,0,6,4.2,1.61,5.25,4.2,1.62,5.7,3.9,1.6
E0,28/10/2017,Crystal Palace,West Ham,2,2,D,0,2,A,R Madley,19,6,9,2,18,15,11,2,1,2,0,0,2.39,3.29,3.29,2.35,3.3,3.1,2.4,3.3,2.95
E0,28/10/2017,Liverpool,Huddersfield,3,0,H,0,0,D,K Friend,16,1,8,0,10,8,9,2,0,1,0,0,1.25,6.75,13,1.22,6.5,12.5,1.25,6,11
E0,28/10/2017,Man United,Tottenham,1,0,H,0,0,D,J Moss,11,13,3,4,12,14,6,3,1,0,0,0,2.14,3.39,3.79,2.05,3.4,3.8,2.2,3.35,3.3
E0,28/10/2017,Watford,Stoke,0,1,A,0,1,A,M Oliver,13,6,0,2,10,9,8,1,4,4,0,0,2.04,3.6,3.79,2.05,3.4,3.75,2.1,3.4,3.5
E0,28/10/2017,West Brom,Man City,2,3,A,1,2,A,M Jones,6,15,4,5,10,7,1,2,2,3,0,0,11,6.5,1.28,11.5,6.25,1.25,11,6,1.25
E0,29/10/2017,Brighton,Southampton,1,1,D,0,1,A,N Swarbrick,7,6,2,1,9,10,2,7,3,1,0,0,3.29,3.2,2.45,3.1,3.1,2.45,2.85,3.3,2.5
E0,29/10/2017,Leicester,Everton,2,0,H,2,0,H,A Marriner,9,16,3,2,6,10,3,10,0,2,0,0,2.14,3.39,3.75,2.15,3.3,3.6,2.2,3.35,3.3
E0,30/10/2017,Burnley,Newcastle,1,0,H,0,0,D,M Dean,12,12,5,5,9,10,5,3,3,0,0,0,2.89,3.2,2.7,2.85,3.2,2.6,2.65,3.3,2.65
E0,4/11/2017,Huddersfield,West Brom,1,0,H,1,0,H,R East,7,9,3,3,8,15,3,5,1,4,1,0,2.79,3,3,2.65,3,2.95,2.5,3.1,3
E0,4/11/2017,Newcastle,Bournemouth,0,1,A,0,0,D,P Tierney,16,16,4,6,11,12,11,9,2,2,0,0,2,3.5,4.2,1.95,3.5,4,1.9,3.5,4.1
E0,4/11/2017,Southampton,Burnley,0,1,A,0,0,D,L Probert,13,5,3,1,4,4,9,1,0,0,0,0,1.66,3.75,6.5,1.62,3.6,6.5,1.75,3.6,4.8
E0,4/11/2017,Stoke,Leicester,2,2,D,1,1,D,R Madley,11,14,7,4,12,8,4,10,0,0,0,0,2.7,3.29,2.87,2.55,3.3,2.8,2.4,3.3,2.95
E0,4/11/2017,Swansea,Brighton,0,1,A,0,1,A,M Dean,12,5,2,2,13,12,8,7,2,1,0,0,2.39,3.2,3.39,2.35,3.1,3.3,2.2,3.35,3.3
E0,4/11/2017,West Ham,Liverpool,1,4,A,0,2,A,N Swarbrick,6,15,1,7,9,13,2,3,3,0,0,0,5.25,4.33,1.66,5,4.1,1.65,4.8,3.6,1.75
E0,5/11/2017,Chelsea,Man United,1,0,H,0,0,D,A Taylor,18,10,8,2,16,20,4,7,1,3,0,0,2.5,3.2,3.2,2.45,3.2,3,2.5,3.1,3
E0,5/11/2017,Everton,Watford,3,2,H,0,0,D,G Scott,10,11,5,3,14,12,2,5,0,2,0,0,2.2,3.39,3.6,2.1,3.4,3.6,2.1,3.4,3.5
E0,5/11/2017,Man City,Arsenal,3,1,H,1,0,H,M Oliver,9,6,5,3,15,15,5,5,1,6,0,0,1.39,5.5,7.5,1.4,5,7.5,1.55,4.5,5.3
E0,5/11/2017,Tottenham,Crystal Palace,1,0,H,0,0,D,K Friend,12,11,2,3,6,7,10,9,0,2,0,0,1.28,6,12,1.26,6,11,1.27,6,10
E0,18/11/2017,Arsenal,Tottenham,2,0,H,2,0,H,M Dean,14,14,5,4,11,16,7,4,4,1,0,0,2.5,3.6,2.89,2.45,3.4,2.85,2.5,3.5,2.7
E0,18/11/2017,Bournemouth,Huddersfield,4,0,H,2,0,H,L Probert,11,20,5,3,13,10,8,11,3,2,1,0,1.83,3.5,5.25,1.83,3.4,4.75,2,3.4,3.8
E0,18/11/2017,Burnley,Swansea,2,0,H,2,0,H,M Atkinson,16,13,7,1,12,12,8,6,1,1,0,0,2.14,3.2,4,2.1,3.2,3.9,1.9,3.3,4.4
E0,18/11/2017,Crystal Palace,Everton,2,2,D,2,2,D,A Taylor,16,8,7,5,9,26,9,4,2,3,0,0,2.39,3.25,3.29,2.4,3.25,3.1,2.6,3.25,2.75
E0,18/11/2017,Leicester,Man City,0,2,A,0,1,A,G Scott,2,12,0,4,8,10,1,7,1,1,0,0,9.5,5.75,1.33,8,5.75,1.33,8,5.3,1.35
E0,18/11/2017,Liverpool,Southampton,3,0,H,2,0,H,M Jones,21,5,8,0,15,9,10,2,1,1,0,0,1.39,5,9,1.4,4.75,8.25,1.45,4.4,7.2
E0,18/11/2017,Man United,Newcastle,4,1,H,2,1,H,C Pawson,16,12,7,5,10,9,11,4,1,1,0,0,1.28,5.75,13,1.26,5.75,11.5,1.27,5.8,10.5
E0,18/11/2017,West Brom,Chelsea,0,4,A,0,3,A,J Moss,7,11,2,7,13,12,3,4,2,3,0,0,6.5,4,1.61,5.75,4,1.6,6.2,4,1.55
E0,19/11/2017,Watford,West Ham,2,0,H,1,0,H,A Marriner,17,10,7,6,13,10,3,1,1,4,0,0,2.1,3.5,3.75,2.1,3.25,3.7,2.2,3.35,3.3
E0,20/11/2017,Brighton,Stoke,2,2,D,1,2,A,L Mason,9,13,3,6,13,5,6,7,1,0,0,0,2.39,3.2,3.39,2.4,3.1,3.2,2.4,3.3,2.95
E0,24/11/2017,West Ham,Leicester,1,1,D,1,1,D,M Atkinson,8,7,4,2,9,12,5,5,1,1,0,0,2.7,3.39,2.75,2.75,3.3,2.6,2.5,3.3,2.85
E0,25/11/2017,Crystal Palace,Stoke,2,1,H,0,0,D,M Dean,10,9,5,3,9,5,5,2,1,1,0,0,2.04,3.5,4,2,3.4,3.9,2.1,3.4,3.5
E0,25/11/2017,Liverpool,Chelsea,1,1,D,0,0,D,M Oliver,16,11,4,3,10,7,7,8,0,0,0,0,2.14,3.6,3.5,2.15,3.5,3.3,2.2,3.3,3.4
E0,25/11/2017,Man United,Brighton,1,0,H,0,0,D,N Swarbrick,15,8,4,2,9,9,5,0,0,2,0,0,1.19,7,19,1.18,7.25,15.5,1.2,6.5,15
E0,25/11/2017,Newcastle,Watford,0,3,A,0,2,A,C Kavanagh,12,12,2,4,8,13,6,3,1,2,0,0,2.2,3.5,3.5,2.2,3.3,3.4,2.1,3.4,3.5
E0,25/11/2017,Swansea,Bournemouth,0,0,D,0,0,D,S Attwell,10,9,1,5,18,6,4,5,4,2,0,0,2.79,3.25,2.79,2.8,3.1,2.7,2.5,3.3,2.85
E0,25/11/2017,Tottenham,West Brom,1,1,D,0,1,A,M Jones,24,5,5,2,10,13,8,0,1,4,0,0,1.25,6,16,1.22,6.25,13.5,1.3,5.5,9.5
E0,26/11/2017,Burnley,Arsenal,0,1,A,0,0,D,L Mason,8,17,2,2,8,14,5,5,2,0,0,0,6.5,4.5,1.53,5.75,4.4,1.55,5.7,3.9,1.6
E0,26/11/2017,Huddersfield,Man City,1,2,A,1,0,H,C Pawson,4,14,0,5,10,10,3,7,2,3,1,0,17,8,1.18,15,7.25,1.18,15,6.5,1.2
E0,26/11/2017,Southampton,Everton,4,1,H,1,1,D,K Friend,17,5,5,2,6,13,7,2,0,0,0,0,1.9,3.39,4.75,1.83,3.5,4.6,2,3.4,3.8
E0,28/11/2017,Brighton,Crystal Palace,0,0,D,0,0,D,A Marriner,10,10,4,4,13,8,10,5,2,0,0,0,2.7,3.1,3,2.6,3.1,2.9,2.5,3.15,2.95
E0,28/11/2017,Leicester,Tottenham,2,1,H,2,0,H,A Taylor,7,18,4,6,7,10,4,9,1,2,0,0,5,3.89,1.75,4.75,3.75,1.75,4.7,3.7,1.75
E0,28/11/2017,Watford,Man United,2,4,A,0,3,A,J Moss,12,15,3,7,12,10,5,5,2,1,0,0,5.25,3.89,1.72,5,3.75,1.7,5,3.7,1.7
E0,28/11/2017,West Brom,Newcastle,2,2,D,1,0,H,L Probert,8,14,4,4,13,12,1,6,0,0,0,0,2.37,3.1,3.5,2.35,3.1,3.3,2.4,3.1,3.15
E0,29/11/2017,Arsenal,Huddersfield,5,0,H,1,0,H,G Scott,21,7,7,2,10,12,7,2,0,1,0,0,1.19,7.5,17,1.18,7,17,1.2,6.5,15
E0,29/11/2017,Bournemouth,Burnley,1,2,A,0,1,A,R East,10,10,2,4,9,11,4,6,0,1,0,0,2,3.39,4.33,2,3.3,4.1,2.1,3.3,3.6
E0,29/11/2017,Chelsea,Swansea,1,0,H,0,0,D,N Swarbrick,21,2,10,0,10,7,15,1,1,0,0,0,1.18,8,17,1.19,6.75,16.5,1.2,6.5,15
E0,29/11/2017,Everton,West Ham,4,0,H,2,0,H,M Oliver,8,7,5,3,16,6,2,6,2,1,0,0,2.37,3.29,3.29,2.3,3.3,3.2,2.2,3.35,3.3
E0,29/11/2017,Man City,Southampton,2,1,H,0,0,D,P Tierney,26,7,12,2,12,11,6,5,1,1,0,0,1.19,8,15,1.17,7.5,17,1.17,7.5,15
E0,29/11/2017,Stoke,Liverpool,0,3,A,0,1,A,M Atkinson,10,14,1,7,8,10,5,9,1,5,0,0,6.5,4.5,1.55,6,4.4,1.53,6.2,4,1.55
E0,2/12/2017,Arsenal,Man United,1,3,A,0,2,A,A Marriner,33,8,15,4,11,10,12,1,3,2,0,1,2.5,3.39,3,2.45,3.25,3,2.5,3.2,2.95
E0,2/12/2017,Brighton,Liverpool,1,5,A,0,2,A,G Scott,6,12,2,6,8,7,2,2,1,0,0,0,7.5,4.5,1.5,6.25,4.5,1.5,6.5,4.2,1.5
E0,2/12/2017,Chelsea,Newcastle,3,1,H,2,1,H,K Friend,23,8,9,2,8,13,11,4,0,1,0,0,1.25,6.5,15,1.25,6.25,11.5,1.25,6,11
E0,2/12/2017,Everton,Huddersfield,2,0,H,0,0,D,C Kavanagh,6,5,4,3,12,9,2,5,2,1,0,0,1.72,3.79,5.5,1.7,3.7,5.25,1.7,3.7,5
E0,2/12/2017,Leicester,Burnley,1,0,H,1,0,H,P Tierney,16,14,3,4,3,11,10,7,0,2,0,0,1.83,3.6,5,1.83,3.5,4.6,1.9,3.5,4.1
E0,2/12/2017,Stoke,Swansea,2,1,H,2,1,H,C Pawson,10,10,3,3,12,10,2,6,2,0,0,0,1.95,3.39,4.5,1.95,3.3,4.25,1.9,3.5,4.1
E0,2/12/2017,Watford,Tottenham,1,1,D,1,1,D,M Atkinson,6,8,2,2,16,8,7,2,4,1,0,1,5,4,1.72,4.75,3.9,1.72,4.5,3.6,1.8
E0,2/12/2017,West Brom,Crystal Palace,0,0,D,0,0,D,M Oliver,20,10,6,2,11,10,3,7,3,1,0,0,2.5,3.2,3.2,2.5,3.1,3.1,2.5,3.1,3
E0,3/12/2017,Bournemouth,Southampton,1,1,D,1,0,H,J Moss,16,15,5,4,6,12,5,4,2,1,0,0,2.89,3.25,2.39,2.95,3.1,2.55,2.7,3.2,2.7
E0,3/12/2017,Man City,West Ham,2,1,H,0,1,A,M Dean,24,7,8,4,5,7,10,4,2,2,0,0,1.08,11,21,1.1,10.5,21,1.12,9,20
E0,9/12/2017,Burnley,Watford,1,0,H,1,0,H,L Probert,8,11,5,2,10,12,3,5,1,0,0,1,2.6,3.25,3,2.45,3.2,3,2.4,3.2,3.05
E0,9/12/2017,Crystal Palace,Bournemouth,2,2,D,2,2,D,K Friend,24,11,8,5,14,14,6,3,5,2,0,0,2.04,3.5,4,2,3.4,3.9,2.1,3.3,3.6
E0,9/12/2017,Huddersfield,Brighton,2,0,H,2,0,H,S Attwell,19,7,6,2,6,10,8,1,0,0,0,0,2.7,3.1,3,2.55,3,3.1,2.6,3.2,2.8
E0,9/12/2017,Newcastle,Leicester,2,3,A,1,1,D,N Swarbrick,10,13,4,5,10,9,6,5,2,1,0,0,2.62,3.29,2.89,2.55,3.2,2.9,2.7,3.3,2.6
E0,9/12/2017,Swansea,West Brom,1,0,H,0,0,D,M Dean,18,7,3,1,8,18,6,3,2,5,0,0,2.7,3.1,3,2.6,3,3,2.6,3.1,2.85
E0,9/12/2017,Tottenham,Stoke,5,1,H,1,0,H,R East,20,4,11,3,12,9,12,6,1,0,0,0,1.28,6.5,11,1.26,6,11.5,1.3,5.5,9.5
E0,9/12/2017,West Ham,Chelsea,1,0,H,1,0,H,A Taylor,5,19,2,2,10,10,4,3,6,1,0,0,7.5,4.5,1.5,7.25,4.5,1.45,6.2,4,1.55
E0,10/12/2017,Liverpool,Everton,1,1,D,1,0,H,C Pawson,23,3,3,2,8,11,12,1,1,3,0,0,1.3,6,11,1.3,5.5,10,1.4,5,7
E0,10/12/2017,Man United,Man City,1,2,A,1,1,D,M Oliver,8,14,5,7,16,10,2,8,4,2,0,0,3.39,3.5,2.25,3.3,3.6,2.15,3.15,3.3,2.3
E0,10/12/2017,Southampton,Arsenal,1,1,D,1,0,H,R Madley,6,11,3,6,12,10,4,5,2,2,0,0,4,3.75,1.95,4,3.6,1.91,3.8,3.4,2
E0,12/12/2017,Burnley,Stoke,1,0,H,0,0,D,M Jones,10,14,2,7,6,14,6,4,0,0,0,0,2.29,3.2,3.6,2.25,3.1,3.5,2.4,3.2,3.05
E0,12/12/2017,Crystal Palace,Watford,2,1,H,0,1,A,L Mason,14,7,4,2,14,18,4,6,2,1,0,1,2.29,3.5,3.25,2.25,3.4,3.25,2.4,3.1,3.15
E0,12/12/2017,Huddersfield,Chelsea,1,3,A,0,2,A,A Marriner,7,12,2,5,11,4,1,3,0,0,0,0,9,4.5,1.44,8.5,4.33,1.42,7.5,4.8,1.4
E0,13/12/2017,Liverpool,West Brom,0,0,D,0,0,D,P Tierney,14,6,5,1,16,6,5,7,1,0,0,0,1.22,7,15,1.2,7,13.5,1.25,6,11
E0,13/12/2017,Man United,Bournemouth,1,0,H,1,0,H,G Scott,9,14,2,7,14,12,4,9,1,2,0,0,1.28,6,12,1.26,5.75,11.5,1.25,6,11
E0,13/12/2017,Newcastle,Everton,0,1,A,0,1,A,M Atkinson,16,7,4,4,10,11,4,1,1,2,1,0,2.39,3.29,3.25,2.35,3.2,3.25,2.6,3.3,2.7
E0,13/12/2017,Southampton,Leicester,1,4,A,0,3,A,C Kavanagh,12,16,4,11,13,9,9,9,1,0,0,0,2.1,3.39,3.89,2.05,3.4,3.7,2.05,3.35,3.7
E0,13/12/2017,Swansea,Man City,0,4,A,0,2,A,A Taylor,7,23,3,10,12,6,2,5,0,0,0,0,15,6.5,1.25,13,6.5,1.22,11,6,1.25
E0,13/12/2017,Tottenham,Brighton,2,0,H,1,0,H,R Madley,25,7,8,4,5,10,10,2,1,1,0,0,1.25,6.5,15,1.25,6,12.5,1.27,6,10
E0,13/12/2017,West Ham,Arsenal,0,0,D,0,0,D,J Moss,6,22,0,3,9,9,1,7,1,0,0,0,5.25,4.2,1.66,5.25,4.2,1.62,5,4,1.65
E0,16/12/2017,Arsenal,Newcastle,1,0,H,1,0,H,S Attwell,23,10,5,2,13,9,7,5,2,1,0,0,1.25,6.5,14,1.26,5.75,12,1.25,6,11
E0,16/12/2017,Brighton,Burnley,0,0,D,0,0,D,C Kavanagh,12,11,2,6,13,13,8,2,4,2,0,0,2.62,3,3.2,2.55,2.9,3.2,2.65,3.3,2.65
E0,16/12/2017,Chelsea,Southampton,1,0,H,1,0,H,R East,24,6,8,2,8,16,8,4,1,3,0,0,1.39,5,9,1.36,5,8.5,1.4,4.8,7.5
E0,16/12/2017,Leicester,Crystal Palace,0,3,A,0,2,A,M Atkinson,11,13,2,6,12,13,6,4,2,2,1,0,1.89,3.6,4.5,1.87,3.6,4.25,1.85,3.5,4.3
E0,16/12/2017,Man City,Tottenham,4,1,H,1,0,H,C Pawson,20,7,11,2,13,20,5,1,2,4,0,0,1.55,4.59,6,1.5,4.6,6,1.5,4.2,6.5
E0,16/12/2017,Stoke,West Ham,0,3,A,0,1,A,G Scott,17,14,0,7,12,13,7,9,2,1,0,0,2.29,3.29,3.5,2.2,3.3,3.4,2.2,3.3,3.4
E0,16/12/2017,Watford,Huddersfield,1,4,A,0,2,A,M Oliver,13,15,3,9,12,17,8,7,2,1,1,1,1.8,3.75,5,1.72,3.7,5,1.75,3.7,4.7
E0,17/12/2017,Bournemouth,Liverpool,0,4,A,0,3,A,A Marriner,6,21,2,7,5,10,2,3,1,1,0,0,6.5,4.5,1.53,6.25,4.6,1.48,6.2,4,1.55
E0,17/12/2017,West Brom,Man United,1,2,A,0,2,A,A Taylor,12,8,5,3,14,7,6,3,1,3,0,0,6.5,4,1.6,6,4,1.57,6.2,4,1.55
E0,18/12/2017,Everton,Swansea,3,1,H,1,1,D,J Moss,12,8,7,3,12,12,6,3,2,3,0,0,1.72,3.75,5.5,1.67,3.7,5.5,1.7,3.7,5
E0,22/12/2017,Arsenal,Liverpool,3,3,D,0,1,A,M Atkinson,11,14,4,9,9,11,7,8,1,0,0,0,2.54,3.6,2.79,2.4,3.6,2.8,2.4,3.3,2.95
